"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 2011","4118","","","AAAD","AAAD-A","100"," 6942","AFRICAN AMERICAN DANCE COMPANY","Rosa,Iris","  11","  12","3.973","2.874","0.0","100.0","0.0","0.0","0.0","1","   8","   2","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","110"," 6943","AFRICAN AMERCN CHORAL ENSEMBLE","McCutchen,Keith D.","   5","   5","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","120"," 6944","SOUL REVUE","Mahluli,Nathanael Fareed","   6","   7","4.000","2.820","0.0","100.0","0.0","0.0","0.0","1","   2","   4","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   0","   1","   0","   0","   0","   0","   0","   0","   0","   0","   0","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","131","29777","EARLY AAAD LITERATURE","McElroy,Frederick L.","  29","  33","3.514","2.728","3.3","58.6","34.5","3.4","3.4","4","   2","  11","   4","   6","   3","   1","   1","   0","   0","   1","   0","   0","   0","   1","   3","   0","   0","   0","   0","   0","   0","   0","   0","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","150"," 6951","SURV CULTR OF BLACK AMERICANS","Assensoh,Akwasi B."," 160"," 172","3.263","2.786","0.6","21.3","78.8","0.0","0.0","12","   0","  25","   9","  46","  70","  10","   0","   0","   0","   0","   0","   0","   0","   2","  10","   0","   0","   0","   0","   0","   0","   0","   0","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","156","29782","JIM CROW AND APARTHEID","Stanfield,John H.","  21","  32","3.619","2.924","3.8","76.2","19.0","0.0","0.0","12","   7","   8","   1","   1","   3","   0","   0","   0","   0","   0","   0","   0","   1","   5","   6","   0","   0","   0","   0","   0","   0","   0","   0","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","203","29783","STUDYING BLACKS OF NEW WORLD","Grim,Valerie","  28","  34","3.471","2.853","0.0","53.6","35.7","10.7","0.0","6","   0","  13","   2","   6","   3","   1","   1","   2","   0","   0","   0","   0","   0","   2","   4","   0","   0","   0","   0","   0","   0","   0","   0","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","210"," 8443","BLACK WOMEN IN THE DIASPORA","McCluskey,Audrey T.","  17","  22","3.118","2.356","4.8","29.4","52.9","17.6","0.0","5","   0","   5","   0","   0","   6","   3","   3","   0","   0","   0","   0","   0","   0","   4","   1","   0","   0","   0","   0","   0","   0","   0","   0","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","221"," 9977","DANCE IN THE AFRICAN DIASPORA","Rosa,Iris","  27","  37","3.604","2.888","0.0","70.4","25.9","0.0","0.0","11","  10","   5","   4","   6","   0","   1","   0","   0","   0","   0","   0","   0","   1","   3","   6","   0","   0","   0","   0","   0","   0","   1","   0","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","250","32757","U.S. CONTEMPORARY MINORITIES","Carter-David,Siobhan Dene","  28","  45","2.725","2.537","0.0","35.7","35.7","10.7","0.0","22","   0","   6","   4","   6","   3","   1","   1","   1","   1","   0","   0","   0","   5","   5","  12","   0","   0","   0","   0","   0","   0","   0","   0","01-20-2012",
"Fall 2011","4118","","","AAAD","AAAD-A","264"," 8445","HIST SPORT&AFRO-AMERICAN EXPER","Sailes,Gary A."," 157"," 172","3.047","2.823","0.0","43.9","29.3","18.5","6.4","18","   2","  47","  20","   8","  30","   8","  10","  15","   4","   3","   6","   1","   3","   5","  10","   0","   0","   0","   0","   0","   0","   0","   0","01-20-2012",
